Question,Answer
Who determines whether an employee was formally admitted to the in-patient service of a hospital or clinic for care or treatment?,The hospital or clinic makes the determination.
"Who is a ""personal representative"" of an employee or former employee?","A personal representative is: Any person that the employee or former employee designates as such, in writing; or The legal representative of a deceased or legally incapacitated employee or former employee."
Who is an authorized employee representative?,An authorized employee representative is an authorized collective bargaining agent of employees.
Who is considered a company executive?,The company executive who certifies the log must be one of the following persons:An owner of the company (only if the company is a sole proprietorship or partnership);
Who is supposed to sign the form 300A after it is completed?,"A company executive must certify that he or she has examined the OSHA 300 Log and that he or she reasonably believes, based on his or her knowledge of the process by which the information was recorded, that the annual summary is correct and complete. The company executive who certifies the log must be one of the following persons: An owner of the company (only if the company is a sole proprietorship or partnership); An officer of the corporation; The highest ranking company official working at the establishment; or The immediate supervisor of the highest ranking company official working at the establishment."
Who should report a fatality or in-patient hospitalization of a temporary worker?,"Similar to the requirements in section 1904.31 for recording injuries and illnesses, the employer that provides the day-to-day supervision of the worker must report to OSHA any work-related incident resulting in a fatality, in-patient hospitalization, amputation or loss of an eye."
Why are employers required to keep records of work-related injuries and illnesses?,"The OSH Act of 1970 requires the Secretary of Labor to produce regulations that require employers to keep records of occupational deaths, injuries, and illnesses. The records are used for several purposes. Injury and illness statistics are used by OSHA. OSHA collects data through the Injury Tracking Application (ITA) to help direct its programs and measure its own performance. Inspectors also use the data during inspections to help direct their efforts to the hazards that are hurting workers. The records are also used by employers and employees to implement safety and health programs at individual workplaces. Analysis of the data is a widely recognized method for discovering workplace safety and health problems and for tracking progress in solving those problems. The records provide the base data for the BLS Annual Survey of Occupational Injuries and Illnesses, the Nation's primary source of occupational injury and illness data."
Will OSHA accept an electronic signature on the 300A Summary?,A electronic signature is acceptable.
"With regards to employee injury reporting and recording, how do I handle a case when an employee is injured at work and they refuse to get medical attention, however they call out for work for one or more days?",The employee's decision does not determine the outcome for recordability. Nor is a medical opinion required in this situation. The employer must make a good faith decision as to whether the employee needed the days away from work for recuperation or not and record appropriately.
Would an incident be recordable if an employee was under the influence of drugs?,If the employee experienced a work-related injury or illness that meets one or more of the general recording criteria then the case must be recorded appropriately on the log. The fact that the employee was under the influence of drugs is not considered in the decision making process.
Would an industrial site at a U.S. owned company located in Mexico need to keep OSHA 300 logs?,"No, the OSH Act requirements do not cover establishments in Mexico regardless of ownership. Many companies, though not required to, do use the OSHA injury and illness recordkeeping system for non-US sites to provide a basis for comparison."
Would an injury such as slipping and falling on ice in a company parking lot while commuting to or from work be considered work-related?,Yes. The company parking lot is considered part of the work environment. You must consider an injury or illness to be work-related if an event or exposure in the work environment either caused or contributed to the resulting condition or significantly aggravated a pre-existing injury or illness.
You don't have to complete Forms 300 - 300a if you have less than 11 workers. Is this less than 11 permanent workers or do you count the temporary workers and the workers that you didn't keep after hiring and let go for that calendar year.,"Each individual employed in the establishment at any time during the calendar year counts as one employee, including full-time, part-time, seasonal, and temporary workers. The small employer exemption for OSHA recordkeeping requirements is based upon the size of your entire company. If your entire company had 10 or fewer workers at all times during the previous calendar year, then you are exempt from OSHA's Recordkeeping based upon the size of your company under section 1904.1 (Partial exemption for employers with 10 or fewer employees)."
What are the basic tenets of an effective SHMS?,"Management Commitment and Leadership, Employee Participation, Worksite Analysis, Hazard Prevention and Control, and Safety and Health Training."
What is OSHA’s policy regarding the work environment?,OSHA's policy is to provide a safe and healthful work environment for all employees and visitors.
Who is responsible for the health and safety of OSHA employees?,The Assistant Secretary bears responsibility for the health and safety of all OSHA employees.
What role does the National Field Safety and Health Steering Committee play in SHMS?,The committee consists of executive field management representatives and NCFLL representatives who oversee SHMS implementation.
What responsibilities does DTSEM have in SHMS?,"DTSEM supports regions in SHMS implementation, maintains oversight, reviews changes, provides guidance, and compiles safety and health performance updates."
How often are safety and health inspections conducted at each OSHA office?,"Quarterly, with at least one union and one management representative participating."
What is the purpose of Hazard Analysis of Routine Tasks in SHMS?,To identify and assess hazards and risks to employees' safety and health on an ongoing basis and implement preventive measures.
How are Non-Routine Tasks handled in terms of safety in SHMS?,Special hazards identified before inspections or evaluations are addressed through safe job instructions provided by the unit manager.
What are employees encouraged to do under the Employee Reporting of Hazards?,Employees are encouraged to report all working conditions perceived as potential safety or health hazards without fear of reprisal.
What must be included in the Incident Investigation and Hazard Reporting Worksheet?,"Information necessary to complete the investigation, including corrective action plans and dates."
What procedures must be followed when incidents involving property damage occur?,"Incidents must be reported as soon as possible, and an Incident Investigation and Hazard Reporting Worksheet must be completed."
What are the responsibilities of supervisors in ensuring hazard prevention and control?,Supervisors are responsible for ensuring employees comply with all safety and health rules and take appropriate actions to prevent injuries.
What type of training do employees receive under the Safety and Health Training?,"Initial and refresher training on SHMS chapters and specific safety programs, and specialized training for unique hazards."
How long are records of training maintained?,For three years at the Regional or Office level.
What are Specific Safety and Health Programs in SHMS?,Programs that ensure the highest level of protection for employees and address unique safety and health topics beyond basic guidelines.
What is required for changes to the SHMS or programs?,Changes other than those describing site-specific roles must be submitted to DTSEM for review and approval.
Who must review changes to policies and procedures within SHMS?,"DTSEM in conjunction with the joint Labor-Management Committee, within 60 days of receipt."
What is the role of the Regional Safety and Health Manager (RSHM)?,To serve as a facilitator and technical advisor and support the Regional Safety and Health Committee
What are the requirements for the formation of the Regional Safety and Health Committee (RSHC)?,The committee must consist of at least as many bargaining unit representatives as management representatives.
How often should safety equipment like fire extinguishers be inspected?,Consideration should be given to monthly limited scope inspections.
What must employees do if they encounter a hazardous condition not addressed by the employer’s PPE assessment?,They must address the condition with the employer and don appropriate PPE before proceeding.
What must happen when an OSHA employee discovers hazards that limit inspection access?,They must immediately contact their unit manager.
What is the protocol for incidents involving recordable injuries and illnesses?,The supervisor must notify the Regional Administrator within one workday and complete the necessary reports.
What additional reports are required for motor vehicle accidents?,The Motor Vehicle Accident Report (SF 91) must be completed and submitted along with other required reports.
What is the purpose of the emergency action plan training for new employees?,To ensure they are aware of and understand their responsibilities under the plan.
How is employee safety and health monitored in terms of personal protective equipment (PPE)?,Supervisors periodically evaluate the use of PPE to ensure adequate protection.
What is the process for submitting reports of unsafe conditions?,"Reports can be submitted online using the DL 1-1097 Form, and can be done anonymously if desired."
What is the significance of maintaining recordkeeping forms in accordance with 29 CFR Part 1904?,To ensure compliance with DOL requirements for documenting injuries and illnesses.
What actions are taken when an Incident Investigation and Hazard Reporting Worksheet is completed?,The Worksheet is sent to the RSHM within five days of the incident correction due date for review and action.
What is the procedure for addressing changes in employee responsibilities under the emergency action plan?,Employees must be notified and retrained as necessary whenever the plan or their responsibilities under it change.
What is the primary purpose of the Safety and Health Metrics/Tracking section?,"Its main purpose is to establish a systematic approach for quantifying and evaluating the safety and health performance across various offices, ensuring each meets or exceeds regulatory safety standards. This allows the organization to track improvements over time and identify areas needing attention."
What are the specific responsibilities of managers regarding safety and health?,"Managers are tasked with setting measurable safety and health goals each year, ensuring all staff complete necessary safety training, and managing investigations and resolutions of workplace incidents. Their role is crucial in maintaining compliance with safety protocols and fostering a culture of safety."
What role do Area Directors and Assistant Regional Administrators have in ensuring workplace safety?,"These senior officials are responsible for setting ambitious yet achievable safety and health goals, overseeing the completion of all safety-related training by staff, and ensuring robust incident reporting and investigative processes are in place and followed diligently."
What are the duties of the Regional Safety and Health Manager?,"This manager is responsible for compiling detailed reports on injuries, illnesses, and incidents within the region, analyzing these reports to identify trends, and providing semi-annual performance updates to the Regional Administrator. These duties are central to understanding the effectiveness of current safety measures."
What criteria are used to annually evaluate the performance of each office?,"Each office is assessed based on their progress towards established safety and health goals, completion rates of mandatory training, physical exams, and adherence to prescribed safety drills. This comprehensive evaluation helps ensure all areas of safety are continuously monitored and improved."
Who maintains the necessary injury and illness documentation?,"Designated safety personnel are responsible for maintaining accurate and up-to-date injury and illness logs, crucial for compliance with record-keeping regulations and for internal reviews of safety practices."
How is the OSHA 300-A summary form utilized?,This form is filled out annually to summarize the workplace injuries and illnesses logged throughout the year. It is signed by a designated official and displayed prominently in the workplace to meet regulatory requirements and enhance transparency.
How does the Safety and Health Management System engage both management and employees?,"The system ensures management's commitment to safety is visibly demonstrated and involves employees directly through regular communication, responsibility assignments, and participation in safety committees, fostering a proactive safety culture."
How are safety policies communicated to employees?,"Safety policies are communicated through a variety of channels including emails, bulletin boards, meetings, and through designated safety coordinators to ensure all employees are informed of current practices and any updates."
How are safety responsibilities distributed and communicated within the organization?,"Responsibilities are clearly defined and communicated during onboarding, training sessions, and through ongoing communications. This helps ensure that each employee understands their role in maintaining a safe working environment."
What safety and health goals are set for the upcoming year?,"Goals typically include reducing workplace accidents and injuries, increasing training completion rates, and improving emergency response times. These goals are set based on past performance and current safety trends."
What is involved in conducting routine safety audits?,"Routine audits involve inspecting workplaces for compliance with safety standards, identifying potential hazards, and verifying that all safety equipment is in good working order. Findings are documented and used to guide corrective actions."
"How many safety audits were completed last year, and what were their outcomes?","While the exact number of audits conducted isn't specified, these audits are crucial for ensuring ongoing compliance with safety standards and for identifying areas where improvements are needed."
What system ensures that audit findings lead to corrective actions?,An established procedure ensures that all findings from safety audits are followed up with appropriate corrective actions. This involves assigning responsibilities for making improvements and tracking progress until all issues are resolved.
"Describe the process for investigating workplace accidents and incidents.","Accidents and incidents are thoroughly investigated to determine their causes. This involves collecting evidence, interviewing witnesses, and analyzing data. Findings are then used to develop strategies to prevent future occurrences."
How is emergency preparedness handled?,"Emergency preparedness involves developing and regularly updating emergency action plans, conducting drills to ensure employees know how to respond in different scenarios, and keeping emergency supplies readily accessible."
Who is responsible for assessing the need for personal protective equipment (PPE)?,A safety officer assesses the need for PPE by evaluating workplace hazards and tasks. This assessment ensures that all employees have suitable protection for their specific job functions.
How frequently is the personal protective equipment inventory updated?,"The PPE inventory is reviewed and updated regularly to ensure that all items are in good condition and sufficient quantities are available for all employees, reflecting a commitment to employee safety."
What types of engineering controls are implemented to ensure a safe working environment?,"Engineering controls include modifications to the work environment, such as improving ventilation systems, installing guards on machinery, and designing workplaces that minimize exposure to hazardous conditions."
What administrative controls are utilized to enhance workplace safety?,"These include scheduling changes to reduce exposure to hazards, implementing job rotation to prevent repetitive strain injuries, and establishing clear procedures for reporting and responding to safety concerns."
How comprehensive is the safety and health training provided?,"Training covers a wide range of topics, from basic safety principles to specific procedures for handling hazardous materials. All training is designed to meet or exceed regulatory requirements and is updated regularly to reflect the latest safety standards."
What health care measures are available to employees?,"The organization provides regular health screenings, access to medical professionals, and health promotion programs to support employee well-being and ensure fitness for duty."
Where can employees find first aid resources?,"First aid kits and resources are located throughout the workplace in easily accessible locations, ensuring employees can quickly respond to health emergencies."
How are safety and health training programs evaluated for effectiveness?,"The effectiveness of training programs is evaluated through employee feedback, tests of knowledge retention, and monitoring workplace incidents, which help determine if the training is successfully reducing risks."
What procedures ensure the accuracy of safety and health records?,"Procedures include regular audits of record-keeping practices, training for those responsible for maintaining records, and the use of electronic systems that help prevent errors and omissions."
How are annual safety and health goals reviewed and adjusted?,"Goals are reviewed at the end of each year, and adjustments are made based on the achievement of previous goals and changes in workplace conditions or regulatory requirements."
What is the review process for safety programs such as lockout/tagout?,These critical safety programs are reviewed annually to ensure they are still effective and comply with the latest regulations. Adjustments are made based on recent incidents and technological advances.
How are near misses handled and documented?,Near misses are documented and analyzed just like actual incidents to understand what went wrong and how similar events can be prevented in the future.
What measures are taken to comply with hazard prevention and control practices?,"Measures include regular risk assessments, the implementation of control measures based on assessment results, and ongoing monitoring to ensure that these controls are effective."
How are safety considerations integrated when acquiring new equipment or planning office relocations?,"Safety reviews are part of the procurement process for new equipment and the planning process for office relocations, ensuring that all changes are made with employee safety in mind."
What is the role of the Regional Administrator in implementing safety programs?,The Regional Administrator is responsible for implementing the Safety and Health Management Systems (SHMS) and safety programs according to the instructions and existing laws. They ensure all working conditions for employees in the Region comply with these standards.
How does the Regional Administrator serve as a role model for safety?,"The Regional Administrator serves as a role model by personally complying with the SHMS and safety programs, thereby setting a high standard for others in the region."
What is meant by creating a culture supportive of employee safety and health?,"Creating a culture supportive of employee safety and health involves fostering an environment where safety and health are prioritized, and employees feel valued and protected."
What are the responsibilities of managers regarding safety and health goals?,"Managers are responsible for setting appropriate safety and health goals, tracking results, and being held accountable through the Performance Management Plan."
How important is employee input in the safety program?,Employee input is crucial as it ensures that the safety programs are practical and effective. Engaging employees in the process also helps in communicating annual goals clearly.
What resources are provided to managers to carry out safety responsibilities?,Managers are provided with the necessary authority and resources to fulfill their safety and health responsibilities effectively.
What reports are the Regional Administrators required to provide?,"Regional Administrators must provide timely reports to DTSEM, including Annual SHMS Self-Evaluations and updates on any significant changes."
What is the function of the Regional Safety and Health Committee (RSHC)?,"The RSHC is formed to represent both labor and management, aiming to oversee and facilitate discussions on safety and health in the region."
What are the duties of the Regional Safety and Health Manager (RSHM)?,"The RSHM conducts Annual SHMS Self-Evaluations, facilitates regional evaluations, and shares findings and recommendations with higher management."
How does the RSHM facilitate communication within the region?,"The RSHM serves as a facilitator and technical advisor to the RSHC, maintaining and distributing necessary documentation and updates."
What is the process for maintaining compliance with OSHA guidelines?,"Compliance is maintained through regular evaluations, adherence to established safety protocols, and continuous improvement of safety practices based on feedback and analysis."
How does the RSHM contribute to regional safety meetings?,"The RSHM facilitates discussions, provides technical advice, and ensures that all safety and health issues are addressed comprehensively."
What is the process for safety and health policy updates?,Policy updates are recommended by the RSHC based on their quarterly meetings and analysis of incident data.
How does the RSHM ensure the relevance of safety and health information?,"By continuously updating and sharing the latest safety and health data, the RSHM ensures that all regional offices have access to current and relevant information."
What updates are provided by the RSHM on a quarterly basis?,"The RSHM provides updates on injury and illness trends, incident reports, and other relevant safety and health information."
"Does fall protection equipment used in this manner meet the requirements of 29 CFR 1910.269(g)(2)(iv)(C)(3) and 1910.269(g)(2)(iv)(D), and 29 CFR 1926.954(b)(3)(iii)(C) and 1926.954(b)(3)(iv)?","Yes, provided that the equipment is rigged so that the employee can be supported on an elevated vertical surface and can work with both hands free while leaning and the equipment complies with other applicable requirements for work-positioning equipment, including the anchorage strength requirement and the requirement for the system to be rigged so that the employee can free fall no more than 0.6 meters (2 feet)."
How are safety and health goals and action plans communicated?,"These are communicated annually, ensuring all offices are aligned with the regional safety and health objectives."
What is the importance of VPP self-evaluations?,VPP self-evaluations are critical for VPP offices to maintain their status and demonstrate ongoing commitment to safety and health excellence.
"How often does the RSHC meet, and why?","The RSHC meets at least quarterly to review safety and health policies, ensuring they remain relevant and effective."
What is the procedure for proposing safety and health program changes?,Proposed changes are reviewed and approved by the DTSEM after submission through the Regional Administrator.
What documentation responsibilities does the RSHM have?,The RSHM maintains and disposes of SHMS-related documentation according to federal disposition schedules or a minimum of two years if no guidance exists.
How are general summaries of SHMS Self-Evaluations used?,General summaries are shared with the RSHC to provide a broad view of safety and health status across the region.
What is the role of the RSHM in audits?,The RSHM shares the most recent version of the Annual SHMS Self-Evaluation with appropriate OSHA managers for use in audits.
How is feedback on the effectiveness of SHMS Self-Evaluations gathered?,The RSHM solicits feedback annually from the Area and District Offices to refine and improve the evaluation process.
What deadlines are set for SHMS Self-Evaluations?,"Area and District Offices must complete their SHMS Self-Evaluations by January 15 each year, with a summary review by the RSHM by February 15."
What is the significance of the Annual SHMS Self-Evaluations?,These evaluations are crucial for assessing the effectiveness of safety and health management systems within the region annually.
How does the RSHC support the implementation of OSHA policies?,
What is the procedure for reviewing incidents and accidents at the regional level?,"The RSHC reviews reports of incidents, accidents, and near misses, performs analyses, and shares recommendations based on these evaluations."
What role does the RSHC play in promoting occupational safety and health?,The RSHC promotes occupational safety and health by evaluating and recommending updates to safety and health policies and practices.
How are safety and health program modifications proposed?,"The RSHM proposes modifications through the Regional Administrator, who submits them to DTSEM for review and approval."
What is the importance of injury and illness records in safety management?,Maintaining comprehensive injury and illness records helps in analyzing trends and formulating strategies to enhance workplace safety.
"Paragraph (t)(6) of 29 CFR 1910.269 and paragraph (g) of 29 CFR 1926.965 require an external inspection to detect the conditions listed in 29 CFR 1910.269(t)(7)(i) and 29 CFR 1926.965(h)(1). Employers are not required to remove any arc-proofing tape, duct - 30 - work, concrete, asphalt, or similar material that may be covering the energized cables as part of the required inspection before moving the energized cables. If any of the abnormalities listed in 29 CFR 1910.269(t)(7)(i) and 29 CFR 1926.965(h)(1) are found during the work, the abnormalities must be treated as an indication of an impending fault.","OSHA does not anticipate that employers will find that employees performing the inspections required by 29 CFR 1910.269(t)(6) and 29 CFR 1926.965(g) are exposed to electric arc hazards. However, the employer must still conduct the assessment required by 29 CFR 1910.269(l)(8)(i) and 29 CFR 1926.960(g)(1) to determine if the employees performing such inspections are exposed to hazards from flames or from electric arcs; and, if the assessment reveals an electric arc hazard, the employer must make the incident energy estimate required by 29 CFR 1910.269(l)(8)(ii) and 29 CFR 1926.960(g)(2)."
Will OSHA deem an employee to be drop starting a saw simply because the employee starts the saw in a manner that involves some bend in the employee’s arm?,Will OSHA deem an employee to be drop starting a saw simply because the employee starts the saw in a manner that involves some bend in the employee’s arm?
Does 29 CFR 1910.269(r)(5) apply only to gasoline-engine power saws used for lineclearance tree trimming work covered by 29 CFR 1910.269?,"Yes, 29 CFR 1910.269(r)(5) applies only to gasoline-engine power saws used for work covered by 29 CFR 1910.269(r). See 29 CFR 1910.269(a)(1)(i)(E) (scope) and 29 CFR 1910.269(x) (definition of “line-clearance tree trimming”). Standards other than 29 CFR 1910.269 and 29 CFR Part 1926, Subpart V, or the General Duty Clause of the OSH Act, may govern other power saw operations."
"Appendix C (Protection from Hazardous Differences in Electric Potential) to both 29 CFR 1910.269 and 29 CFR Part 1926, Subpart V sets out methods the employer may use to establish an equipotential zone. Are these the only methods the employer may use?","No. Appendix C is nonmandatory. Employers may set their own grounding practices without following the guidelines in Appendix C, but the Agency reminds employers that 29 CFR 1910.269(n)(3) and 29 CFR 1926.962(c) require them to be able to demonstrate that any practices selected will prevent each employee from being exposed to hazardous differences in electric potential. OSHA will deem grounding practices meeting Appendix C as complying with these paragraphs."
"Does fall protection equipment used in this manner meet the requirements of 29 CFR 1910.269(g)(2)(iv)(C)(3) and 1910.269(g)(2)(iv)(D), and 29 CFR 1926.954(b)(3)(iii)(C) and 1926.954(b)(3)(iv)?","Yes, provided that the equipment is rigged so that the employee can be supported on an elevated vertical surface and can work with both hands free while leaning and the - 25 - equipment complies with other applicable requirements for work-positioning equipment, including the anchorage strength requirement and the requirement for the system to be rigged so that the employee can free fall no more than 0.6 meters (2 feet).Yes, provided that the equipment is rigged so that the employee can be supported on an elevated vertical surface and can work with both hands free while leaning and the - 25 - equipment complies with other applicable requirements for work-positioning equipment, including the anchorage strength requirement and the requirement for the system to be rigged so that the employee can free fall no more than 0.6 meters (2 feet)."
Some steel poles have clips or studs to secure detachable ladders to the pole. May employers use these types of ladders as anchorages?,"Yes, provided the employer relies on recognized and generally accepted good engineering practices, with consideration given to such factors as design specifications and maintenance procedures, in determining whether potential anchorages meet the strength requirements in 29 CFR 1910.269(g)(2)(iv)(E), 29 CFR 1926.954(b)(3)(v), and 29 CFR 1926.502(d)(15), and provided the employer ensures that a visual inspection by the employee before use reveals that nothing about the appearance of the anchorage (for example, corrosion or cracks in the clips or studs or in any welds holding them in place) suggests that the applicable strength criteria would not be met."
"Does OSHA consider a tower leg, cross bracing, or lattice work to be a “lower level” for purposes of this provision?","No. OSHA does not treat a tower leg, cross bracing, or lattice work of a type commonly found on a tower, a substation structure, or a similar structure as a lower level for purposes of assessing compliance with 29 CFR 1926.502(d)(16)(iii), as incorporated in 29 CFR 1910.269(g)(2)(iv)(B) and 29 CFR 1926.954(b)(3)(ii)."
Does OSHA consider a tree branch or a utility line conductor or cable to be a “lower level” for purposes of this provision?,"No. OSHA does not treat a tree branch or utility line conductor or cable as a lower level for purposes of assessing compliance with 29 CFR 1926.502(d)(16)(iii), as incorporated in 29 CFR 1910.269(g)(2)(iv)(B) and 29 CFR 1926.954(b)(3)(ii)."
"Under 29 CFR 1910.269(l)(8)(ii) and 29 CFR 1926.960(g)(2), for each employee exposed to electric arc hazards, employers must “make a reasonable estimate of the incident heat energy to which the employee would be exposed.” If an employer has more than one generating plant, are estimates required for each plant, or is the employer permitted to prepare an estimate for one generating plant and use it for other plants?","The employer is not necessarily required to prepare estimates for each individual generating plant. The employer may apply an estimate conducted for one generating plant to another generating plant as long as either: (1) the estimate is for a plant that is equivalent, in all respects that could affect available incident energy, to the other plants at which the estimate will be applied; or (2) the estimate is for a plant that is reasonably expected to have incident heat energy exposures higher than those at the other plants at which the estimate will be applied. The employer must ensure that the estimate is reasonable for a given generating plant before applying it to that location."
What protection is addressed in Section 11(c) of the Occupational Safety and Health Act?,"Section 11(c) of the Act is the antidiscrimination section. An employee has the right to refuse (in good faith) to be exposed to an imminent danger. Section 11(c) protects employees from their employers taking adverse action against them, if that action would not have been taken but for the employee’s exercise of rights guaranteed by OSHA. Examples of these rights include participating in OSHA inspections, conferences, hearings, or other OSHA-related activities; participating on a workplace safety and health committee or in union activities concerning job safety and health; filing safety or health job grievances; complaining to an employer, a union, the media, OSHA or any other government agency about safety and health hazards; requesting to see material safety data sheets or other documents that the employer is required to share with employees upon request; and so on"
In which section of the Occupational Safety and Health Act is the “general duty” clause found?,Section 5(a)(1)
What is the purpose of 29 CFR 1910.106?,"The regulation 29 CFR 1910.106 governs the handling, storage, and use of flammable liquids with a flash point below 200°F, primarily to mitigate risks of explosions and fires."
What standard is the primary basis for 29 CFR 1910.106?,"The National Fire Protection Association's NFPA 30, Flammable Liquids Code, serves as the primary basis for this standard."
What are the two primary hazards associated with flammable liquids as mentioned in the document?,The two primary hazards are explosions and fires.
How does 29 CFR 1910.106 address the hazards of flammable liquids?,"It addresses these hazards through standards on design and construction, ventilation, ignition sources, and storage requirements."
"What defines an ""approved"" container or storage method under this regulation?","An ""approved"" method or container is one that is listed by a nationally recognized testing laboratory."
What is the significance of a liquid's boiling point in terms of safety?,The boiling point indicates the temperature at which a liquid can change to vapor; liquids with lower boiling points pose greater fire risks due to higher vapor pressures at normal temperatures.
What is a closed container?,A closed container is one that is sealed in such a way that neither liquid nor vapor can escape at ordinary temperatures.
How is the flash point of a liquid determined?,The flash point is determined by heating the liquid and measuring the temperature at which a small flame ignites the vapors above the liquid.
What are flammable liquid categories based on?,"Flammable liquids are categorized based on their flash points and boiling points, with four categories outlined based on these properties."
How should flammable liquids be stored in terms of fire protection equipment?,They should be stored away from sprinkler systems or water discharge units to ensure effective functioning of fire protection equipment.
What dictates the placement of portable fire extinguishers in storage areas?,Extinguishers must be placed strategically to be accessible during a fire but not so close as to be unreachable due to flames.
What are the implications of storing flammable liquids in general-purpose public warehouses?,"Specific storage requirements must be followed, and storage of incompatible materials is prohibited to prevent fire hazards."
Why must flammable liquids be stored away from egress paths?,To ensure that paths used for emergency exits remain clear and accessible at all times.
What determines the categorization of flammable liquids for storage purposes?,"Liquids are categorized based on their flash points and boiling points, affecting storage regulations."
What defines a Category 1 flammable liquid?,Category 1 includes liquids with flash points below 73.4°F and boiling points at or below 95°F.
Name at least three means of protecting against the hazards of moving parts of machinery.,"Fixed, interlocked, adjustable, and self-adjusting guards, presence-sensing devices (radio frequency, photoelectric, electromechanical, infrared), sensing mats, trip bars/plates/rods/cables, restraints, pull-backs, and two-hand controls"
"In seeking employee acceptance of the safety program, explain the role that managers should play","Managers should operate in the role of a coach. A coach teaches, guides, inspires a willingness to do the right thing, and fosters a genuine feeling of trust. When acting in that role and encouraging participation in the system, employees are not only safe to speak out; they feel obligated in a positive way to speak out. Similarly, such a coach can, in a nonauthoritarian manner, help employees to establish and secure a prosafety attitude and a consistent pattern of safe behavior."
Why should the ideas of “line employees” be considered in addition to those of engineers and safety professionals?,"Line employees can often provide practical suggestions that even the engineer, Ph.D., and CEO cannot. They frequently possess a better understanding of the day-to-day operation of their machine. They may know how to make it better and safer. They may know why accidents can or do happen on it, even if management just cannot . They may know how to beat it, a bad habit often motivated by piecework."
List at least three kinds of facilities that are apart from the main building and must be inspected.,"Storage sheds and stationary trailers, compressor shacks, garages, silos, tanks, guardhouses, and treatment facilities"
List at least three hazards commonly found on roofs.,"Hazards involving HVAC (heating, ventilating, and air-conditioning equipment), particularly unguarded or inadequately guarded power transmission equipment in the form of fan blades, belts, chains, and pulley; the lack of perimeter protection in the vicinity of items, near the roof edge: HVAC, pipes, access points from ladders or hatches, communication equipment, signs, lighting, and security cameras"
Must all electrical and mechanical equipment (to which your employees are likely to be exposed) be “OSHA-approved?”,"Products, including equipment are not OSHA-approved, but they may meet OSHA requirements if used and maintained as designed and intended, which includes use in the proper location"
"Name at least five categories of safety-related items, besides personal protective equipment, for which an easy-access documented inventory must be available.","Fire extinguishers, testing and sampling instruments, spill-neutralizing agents, locks and keys, tags, labels, batteries, signs, flashlights, first-aid supplied, hoisting/rigging slings and electrical extension cords"
Why must equipment labeling be unambiguous?,Equipment labeling should not be ambiguous so that items are not missed during inspections and so that the correct items are checked. Injuries can occur if there is a false sense of security when the wrong equipment has been “fixed” or inspected.
Does “inflammable” mean flammable or nonflammable? What is wrong with using “inflammable” on a label?,"“Inflammable” means flammable. Many people think thank it means that because it stars with “in-“ that it is the opposite of flammable, and therefore may not use an item with this label in the correct manner leading to serious consequences."
What is the central underlying objective of an occupational safety and health program?,"The central underlying objective of an occupational safety and health overall program is to minimize risk. In turn, all elements of the program should be directed toward one unqualified goal: accident prevention."
Is it advisable to have your safety program driven by mod rates and pie charts? Why or why not?,"No, this type of program tends to be dysfunctional. These companies suffer the disability of tunnel vision and only see neatly diagrammed statistical indicators. All too often, they overlook accidents waiting to happen because they have concentrated too keenly on the types of accidents that have already occurred."
Should safety committees have more management members or more labor force members?,Should safety committees have more management members or more labor force members?
What is the main purpose of an accident investigation?,The main purpose of an accident investigation is to preclude or greatly reduce the chances of a recurrence. Accidents can be reasonably predicted and prevention in most cases.
Give an example of an incident that was directly related to an act of nature and resulted in a serious injury but could have been prevented?,"Employees being stung by a bee, employee killed in a flood when the establishment is in a flood plain"
Briefly explain the problem with describing an incident as a “freak accident”.,"When this excuse is to be believed, the idea is that the accident was not even remotely foreseeable. The next thought is that there is nothing that can be done to avoid a similar incident so there is no purpose in even conducting more than a cursory accident investigation. Therein lies the danger of the “freak accident” label. It is a way to increase the chances of another person suffering because no controls are brought into the picture."
Give at least three types of trends that may become apparent on injury/illness logs.,"Trends may appear when multiple cases involve the same department, occupation, task, part of the body, diagnosis, or victim. There may also be a reponderance of cases relating to the same supervisor, shift, or approximate time of day. An even more detailed study could show that employees are being injured early in the work week, late in the work week, or while working overtime."
"Is it conceivable, or is it mere bunk, that some employees may have a tendency to (and/or are better-suited to) work more safely on certain shifts?","However, some employees have adapted to extremely early morning hours and actually perform well. Others (giving credence to the term “night people”) may thrive at those hours without the need for adaptation. The general issue is an important one. There should be no assumption that particular employees will easily adjust to long or unfamiliar hours simply because they are motivated to do so."
"If the OSHA compliance officer determined (by use of a circuit tester) that an electrical receptacle was ungrounded, what might be a fair and reasonable defense?","If it is not visibly obvious that there was at least outward damage, there was no pattern of receptacle hazards, and there was no evidence of shocks or flying sparks, then the employer should be in a position to assert that there was no reason to determine that he or she should have known. You can support this argument with the fact that the electrical receptacles were installed by a licensed electrician and that you have periodically used a circuit tester to spot-check receptacles in general. After all, you are not automatically obligated to test all of the receptacles every week"
"What are the numerous arguments that the employer must successfully offer, to bolster a defense of “isolated incident?”","The company has established an adequate work rule designed to prevent the violation, had adequately communicated the rule to the employees, had taken steps to discover violations, and had effectively enforced the rules when violations had been discovered. There is a far greater chance that the defense will be upheld when there have been sanctions, such as reprimands and the docking of pay, prior to the inspection."
"Briefly, under what circumstances may OSHA allege a “willful” violation?",“Willful” may be cited if the violation was committed voluntarily with either an intentional or purposeful disregard for the requirements of the Act or with plain indifference to employee safety.
